pri_miRNA	mature_miRNA	transcript	RBP	value
hsa-mir-155	hsa-miR-155	MIR155HG	TRIM25	0.673400673400673
hsa-mir-155	hsa-miR-155	MIR155HG	ATXN2L	0
hsa-mir-155	hsa-miR-155	MIR155HG	ATXN2	0
hsa-mir-155	hsa-miR-155	MIR155HG	NUFIP2	0
hsa-mir-155	hsa-miR-155	MIR155HG	TTC3	0
hsa-mir-155	hsa-miR-155	MIR155HG	PAPD4	3.18411793870103
hsa-mir-155	hsa-miR-155	MIR155HG	ZC3H11A	0
hsa-mir-155	hsa-miR-155	MIR155HG	HNRNPM	0.947125648488831
hsa-mir-155	hsa-miR-155	MIR155HG	ZNF346	7.75538888447409
hsa-mir-155	hsa-miR-155	MIR155HG	RTCA	2.55774903623147
hsa-mir-155	hsa-miR-155	MIR155HG	DHX36	0.844370193882708
hsa-mir-155	hsa-miR-155	MIR155HG	USP36	0
hsa-mir-155	hsa-miR-155	MIR155HG	PATL1	0
hsa-mir-155	hsa-miR-155	MIR155HG	EDC3	0
hsa-mir-155	hsa-miR-155	MIR155HG	EDC4	0
hsa-mir-155	hsa-miR-155	MIR155HG	DCP1A	0
hsa-mir-155	hsa-miR-155	MIR155HG	DCP1B	0
hsa-mir-155	hsa-miR-155	MIR155HG	DCP2	0
hsa-mir-155	hsa-miR-155	MIR155HG	DDX3X	1.12276628843841
hsa-mir-155	hsa-miR-155	MIR155HG	DDX3Y	0
hsa-mir-155	hsa-miR-155	MIR155HG	HNRNPR	2.92313603616049
hsa-mir-155	hsa-miR-155	MIR155HG	SYNCRIP	2.38086193849192
hsa-mir-155	hsa-miR-155	MIR155HG	ZFR	4.11451627486814
hsa-mir-155	hsa-miR-155	MIR155HG	TRMT1L	0
hsa-mir-155	hsa-miR-155	MIR155HG	MSI1	0
hsa-mir-155	hsa-miR-155	MIR155HG	MSI2	0.246994699905398
hsa-mir-155	hsa-miR-155	MIR155HG	TRIM26	0
hsa-mir-155	hsa-miR-155	MIR155HG	SART3	0
hsa-mir-155	hsa-miR-155	MIR155HG	RBBP6	0
hsa-mir-155	hsa-miR-155	MIR155HG	CRTAP	0
hsa-mir-155	hsa-miR-155	MIR155HG	P3H1	0
hsa-mir-155	hsa-miR-155	MIR155HG	TRA2A	1.51479461957202
hsa-mir-155	hsa-miR-155	MIR155HG	TRA2B	1.27062828465848
hsa-mir-155	hsa-miR-155	MIR155HG	WWP1	0
hsa-mir-155	hsa-miR-155	MIR155HG	WWP2	0
hsa-mir-155	hsa-miR-155	MIR155HG	CPSF1	0.419463087248322
hsa-mir-155	hsa-miR-155	MIR155HG	CPSF2	0
hsa-mir-155	hsa-miR-155	MIR155HG	CPSF3	0
hsa-mir-155	hsa-miR-155	MIR155HG	CPSF4	0
hsa-mir-155	hsa-miR-155	MIR155HG	NUDT21	0.115740740740741
hsa-mir-155	hsa-miR-155	MIR155HG	CPSF6	0.171526586620926
hsa-mir-155	hsa-miR-155	MIR155HG	CPSF7	1.53571428571429
hsa-mir-155	hsa-miR-155	MIR155HG	CSTF2	0
hsa-mir-155	hsa-miR-155	MIR155HG	CSTF3	0
hsa-mir-155	hsa-miR-155	MIR155HG	FIP1L1	0
hsa-mir-155	hsa-miR-155	MIR155HG	WDR33	0
hsa-mir-155	hsa-miR-155	MIR155HG	SYMPK	0.809061488673139
hsa-mir-155	hsa-miR-155	MIR155HG	EPRS	1.48533916178501
hsa-mir-155	hsa-miR-155	MIR155HG	RARS	0.492372000574352
hsa-mir-155	hsa-miR-155	MIR155HG	IARS	0.306536303475033
hsa-mir-155	hsa-miR-155	MIR155HG	LARS	0
hsa-mir-155	hsa-miR-155	MIR155HG	DARS	0.540102496909781
hsa-mir-155	hsa-miR-155	MIR155HG	QARS	0.127064803049555
hsa-mir-155	hsa-miR-155	MIR155HG	MARS	0.178888990897437
hsa-mir-155	hsa-miR-155	MIR155HG	KARS	0.524246395806029
hsa-mir-155	hsa-miR-155	MIR155HG	AIMP1	0
hsa-mir-155	hsa-miR-155	MIR155HG	AIMP2	0
hsa-mir-155	hsa-miR-155	MIR155HG	ZNF385A	9.86666666666667
hsa-mir-155	hsa-miR-155	MIR155HG	LARP7	1.8653024955306
hsa-mir-155	hsa-miR-155	MIR155HG	DZIP3	0
hsa-mir-155	hsa-miR-155	MIR155HG	TIAL1	0
hsa-mir-155	hsa-miR-155	MIR155HG	MYEF2	0
hsa-mir-155	hsa-miR-155	MIR155HG	RBFOX2	0.3125
hsa-mir-155	hsa-miR-155	MIR155HG	KNOP1	3.28790107228887
hsa-mir-155	hsa-miR-155	MIR155HG	DHX37	0.112994350282486
hsa-mir-155	hsa-miR-155	MIR155HG	DDX21	1.75024202904715
hsa-mir-155	hsa-miR-155	MIR155HG	LRPPRC	2.12666638503992
hsa-mir-155	hsa-miR-155	MIR155HG	RBM45	0
hsa-mir-155	hsa-miR-155	MIR155HG	RBMS1	0
hsa-mir-155	hsa-miR-155	MIR155HG	RBMS2	0.8
hsa-mir-155	hsa-miR-155	MIR155HG	HARS2	0
hsa-mir-155	hsa-miR-155	MIR155HG	SUGP2	1.27151551093602
hsa-mir-155	hsa-miR-155	MIR155HG	MATR3	1.34229010210349
hsa-mir-155	hsa-miR-155	MIR155HG	YBX3	2.27360363862983
hsa-mir-155	hsa-miR-155	MIR155HG	YBX1	2.07038578742307
hsa-mir-155	hsa-miR-155	MIR155HG	YBX2	0.933706816059757
hsa-mir-155	hsa-miR-155	MIR155HG	C1QBP	0.895220017886149
hsa-mir-155	hsa-miR-155	MIR155HG	PTBP1	3.2197403980418
hsa-mir-155	hsa-miR-155	MIR155HG	PTBP3	3.51338316855558
hsa-mir-155	hsa-miR-155	MIR155HG	FAM98A	0.0644745325596389
hsa-mir-155	hsa-miR-155	MIR155HG	FAM98B	0
hsa-mir-155	hsa-miR-155	MIR155HG	MTERF3	0
hsa-mir-155	hsa-miR-155	MIR155HG	PTCD3	0
hsa-mir-155	hsa-miR-155	MIR155HG	TRIM56	0
hsa-mir-155	hsa-miR-155	MIR155HG	PDCD11	1.52360058431998
hsa-mir-155	hsa-miR-155	MIR155HG	UPF1	1.59641811688235
hsa-mir-155	hsa-miR-155	MIR155HG	NOL6	0.235294117647059
hsa-mir-155	hsa-miR-155	MIR155HG	ERAL1	0.230414746543779
hsa-mir-155	hsa-miR-155	MIR155HG	UTP20	1.46469515865316
hsa-mir-155	hsa-miR-155	MIR155HG	QKI	0
hsa-mir-155	hsa-miR-155	MIR155HG	PUF60	0.707502374169041
hsa-mir-155	hsa-miR-155	MIR155HG	LSM10	0
hsa-mir-155	hsa-miR-155	MIR155HG	LSM11	0
hsa-mir-155	hsa-miR-155	MIR155HG	CASC3	0
hsa-mir-155	hsa-miR-155	MIR155HG	NONO	0.402007541030062
hsa-mir-155	hsa-miR-155	MIR155HG	SFPQ	0.322827743071701
hsa-mir-155	hsa-miR-155	MIR155HG	ZNF106	0
hsa-mir-155	hsa-miR-155	MIR155HG	DDX49	0
hsa-mir-155	hsa-miR-155	MIR155HG	CELF2	0.466200466200466
hsa-mir-155	hsa-miR-155	MIR155HG	CELF1	0.254885301614274
hsa-mir-155	hsa-miR-155	MIR155HG	PIP5K1A	0
hsa-mir-155	hsa-miR-155	MIR155HG	EIF2AK2	3.66843346540491
hsa-mir-155	hsa-miR-155	MIR155HG	LARP6	0
hsa-mir-155	hsa-miR-155	MIR155HG	ZC3H10	0
hsa-mir-155	hsa-miR-155	MIR155HG	C9ORF114	0.344827586206897
hsa-mir-155	hsa-miR-155	MIR155HG	SF1	62.3809523809524
hsa-mir-155	hsa-miR-155	MIR155HG	PUM1	0
hsa-mir-155	hsa-miR-155	MIR155HG	PUM2	0
hsa-mir-155	hsa-miR-155	MIR155HG	ELAC1	0
hsa-mir-155	hsa-miR-155	MIR155HG	IGF2BP1	5.62682491278198
hsa-mir-155	hsa-miR-155	MIR155HG	IGF2BP2	3.40624110824147
hsa-mir-155	hsa-miR-155	MIR155HG	IGF2BP3	4.68033067083763
hsa-mir-155	hsa-miR-155	MIR155HG	PGAM5	0
hsa-mir-155	hsa-miR-155	MIR155HG	CSTF1	0
hsa-mir-155	hsa-miR-155	MIR155HG	LCORL	0
hsa-mir-155	hsa-miR-155	MIR155HG	NOL4L	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	LIN28A	0.523103748910201
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	LIN28A	0.523103748910201
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	LIN28B	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	LIN28B	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	ZCCHC11	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	ZCCHC11	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	ZCCHC6	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	ZCCHC6	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPL	1.1269406400647
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPL	1.1269406400647
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	STRBP	0.0847457627118644
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	STRBP	0.0847457627118644
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	NUDT16L1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	NUDT16L1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	GRSF1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	GRSF1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPF	0.986512082105366
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPF	0.986512082105366
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPH1	0.867733589468636
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPH1	0.867733589468636
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPH2	1.10424322149929
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPH2	1.10424322149929
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPH3	0.685424967660722
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPH3	0.685424967660722
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	ADARB1	0.592020305995657
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	ADARB1	0.592020305995657
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	ESRP1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	ESRP1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	TRMT10C	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	TRMT10C	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RBM4	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RBM4	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RBM4B	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RBM4B	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RBM12B	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RBM12B	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SLTM	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SLTM	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SAFB	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SAFB	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	FUS	0.513267709432553
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	FUS	0.513267709432553
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	TAF15	0.546445992350899
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	TAF15	0.546445992350899
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RBM14	0.325629844397422
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RBM14	0.325629844397422
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	DDX1	1.3908265358587
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	DDX1	1.3908265358587
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	APOBEC3B	0.0962000962000962
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	APOBEC3B	0.0962000962000962
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RTCB	0.875129348154079
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RTCB	0.875129348154079
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	DDX23	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	DDX23	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RBM47	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RBM47	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	PRMT1	0.617930456640134
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	PRMT1	0.617930456640134
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RBM6	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RBM6	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SUGP1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SUGP1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	PLRG1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	PLRG1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	CDC5L	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	CDC5L	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	CDC40	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	CDC40	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SF3A1	0.571428571428571
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SF3A1	0.571428571428571
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SF3A3	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SF3A3	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SF3B1	0.71937903991306
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SF3B1	0.71937903991306
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SF3B2	0.545454545454545
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SF3B2	0.545454545454545
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SF3B3	0.858795569727597
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SF3B3	0.858795569727597
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SF3B4	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SF3B4	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SF3B5	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SF3B5	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	U2SURP	0.176522506619594
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	U2SURP	0.176522506619594
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RBM10	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RBM10	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	CHERP	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	CHERP	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	CCAR1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	CCAR1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RBM17	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RBM17	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RBM5	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RBM5	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	AQR	0.8
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	AQR	0.8
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	XAB2	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	XAB2	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	PAXBP1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	PAXBP1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	PURA	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	PURA	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	PURB	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	PURB	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	PLOD1	0.124223602484472
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	PLOD1	0.124223602484472
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPA0	0.635547463792758
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPA0	0.635547463792758
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPA1	0.704491829844618
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPA1	0.704491829844618
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPA2B1	0.662715214135894
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPA2B1	0.662715214135894
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPA3	0.61389721456589
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPA3	0.61389721456589
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPK	0.996086821061461
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPK	0.996086821061461
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	KIN	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	KIN	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	TRIM71	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	TRIM71	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	G3BP2	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	G3BP2	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	ZC3H7A	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	ZC3H7A	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	ZC3H7B	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	ZC3H7B	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	XRN1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	XRN1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	TRIM25	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	TRIM25	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	ATXN2L	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	ATXN2L	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	ATXN2	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	ATXN2	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	NUFIP2	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	NUFIP2	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	TTC3	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	TTC3	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	PAPD4	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	PAPD4	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	ZC3H11A	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	ZC3H11A	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPM	0.670740988609005
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPM	0.670740988609005
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	ZNF346	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	ZNF346	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RTCA	0.861811162765408
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RTCA	0.861811162765408
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	DHX36	1.67685133912501
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	DHX36	1.67685133912501
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	USP36	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	USP36	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	PATL1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	PATL1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	EDC3	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	EDC3	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	EDC4	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	EDC4	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	DCP1A	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	DCP1A	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	DCP1B	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	DCP1B	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	DCP2	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	DCP2	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	DDX3X	0.802827657482779
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	DDX3X	0.802827657482779
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	DDX3Y	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	DDX3Y	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	HNRNPR	1.06839526821611
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	HNRNPR	1.06839526821611
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SYNCRIP	0.629001458745005
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SYNCRIP	0.629001458745005
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	ZFR	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	ZFR	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	TRMT1L	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	TRMT1L	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	MSI1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	MSI1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	MSI2	0.282392635786849
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	MSI2	0.282392635786849
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	TRIM26	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	TRIM26	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	SART3	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	SART3	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	RBBP6	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	RBBP6	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	CRTAP	1.05820105820106
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	CRTAP	1.05820105820106
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	P3H1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	P3H1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	TRA2A	1.01963621233398
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	TRA2A	1.01963621233398
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	TRA2B	1.3991074335138
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	TRA2B	1.3991074335138
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	WWP1	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	WWP1	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	WWP2	0
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	WWP2	0
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	CPSF1	1.87233068944478
hsa-mir-199a-2	hsa-miR-199a-5p	DNM3OS	CPSF1	1.87233068944478
hsa-mir-199a-2	hsa-miR-199a-3p+hsa-miR-199b-3p	DNM3OS	CPSF2	0
